0,400,430,1655.73
0,404,430,1436.3
0,406,430,1479.01
0,406,430,1455.07
0,400,430,1549.14
0,404,430,1543.71
0,407,430,1448.97
0,401,430,1454.87
0,408,430,1483.09
0,404,430,1490.48
0,401,430,1541.97
0,402,430,1492.31
0,406,430,1503.33
0,403,430,1522.13
0,405,430,1498.8
0,406,430,1517.06
0,403,430,1495.16
0,409,430,1447.68
0,401,430,1555.33
0,400,430,1500.2
1,91,91,201.84
0,90,91,355.265
1,91,91,183.584
0,90,91,348.179
0,90,91,352.444
1,91,91,239.623
1,91,91,218.361
0,90,91,346.021
0,90,91,347.187
0,90,91,343.469
1,91,91,334.732
1,91,91,237.201
0,90,91,352.689
1,91,91,197.365
1,91,91,288.241
0,90,91,348.226
0,90,91,346.129
0,90,91,362.421
0,90,91,344.249
1,91,91,299.106
0,795,860,3943.19
0,789,860,3892.3
0,783,860,3966.43
0,794,860,3872.64
0,794,860,3917.28
0,787,860,3944.71
0,786,860,3991.65
0,792,860,3982.03
0,799,860,3890.68
0,789,860,3949.92
0,785,860,3930.63
0,794,860,3913.18
0,793,860,3923.33
0,793,860,4010.15
0,786,860,4012.4
0,797,860,3905.41
0,796,860,3917.42
0,795,860,3914.26
0,785,860,3940.43
0,786,860,3986.09
0,208,218,773.465
0,213,218,771.707
0,210,218,741.701
0,210,218,779.487
0,209,218,774.027
0,209,218,761.481
0,213,218,750.632
0,211,218,758.163
0,212,218,773.332
0,211,218,754.705
0,209,218,760.083
0,211,218,788.573
0,210,218,771.521
0,210,218,790.427
0,210,218,760.122
0,210,218,775.67
0,209,218,807.257
0,209,218,773.309
0,209,218,764.367
0,213,218,775.772
